Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
Jotter Investment;https://www.crunchbase.com/organization/jotter-investment;3;1;Menlo Park, California, United States;Micro VC;Jotter Investment was added in 2014.;;;;;3;;;;
JUMP Investors;https://www.crunchbase.com/organization/jump-investors;11;4;Los Angeles, California, United States;Venture Capital;Based in Los Angeles, JUMP Investors is an investment firm specialized in venture capital, private equity, real estate, and hedge funds.;http://jumpinvestors.com;;;;10;4;;;
JUMPSTART CAPITAL;https://www.crunchbase.com/organization/jumpstart-capital;;;San Francisco, California, United States;Venture Capital;Private Equity | Venture Capital;http://www.jumpstartcapital.com;http://@jumpstartVC;;;;;;;
Jumpstart Venturesâ€‚;https://www.crunchbase.com/organization/jumpstart-ventures-2;1;;San Francisco, California, United States;Venture Capital;Jumpstart Ventures helps early stage technology companies achieve traction at critical inflection points.;http://www.jumpstartsf.com/;;;;1;;;;
Juniper Ventures;https://www.crunchbase.com/organization/juniper-ventures;2;;Palo Alto, California, United States;Venture Capital;Juniper Ventures is a private equity firm specializing in investments in management buyouts and recapitalizations.;http://www.juniperventures.com;;;;1;;;;
Juno Technology Ventures Inc.;https://www.crunchbase.com/organization/juno-technology-ventures-inc;;;Palo Alto, California, United States;Venture Capital;A hands-on venture capital firm that specializes in developing early-stage technologies into globally scalable products;http://www.junotechventures.com;;;;;;;;
Junos Innovation Fund;https://www.crunchbase.com/organization/junos-innovation-fund;1;1;Sunnyvale, California, United States;Venture Capital;The Junos Innovation Fund is a venture capital fund, backed solely by Juniper Networks, that invests in leading early-stage and;http://www.juniper.net/in/en/company/innovation/junos-innovation-fund;http://twitter.com/JuniperNetworks;http://www.facebook.com/JuniperNetworks;;1;;;;
Juvo Capital;https://www.crunchbase.com/organization/juvo-capital;2;;Monrovia, California, United States;Venture Capital;Juvo Capital is an angel company that invests in both seed and early stage startups as well as pre-IPO companies.;http://juvocapital.com/home.php;;;;2;;;;
K1 Investment Management;https://www.crunchbase.com/organization/k1-capital;7;;El Segundo, California, United States;Venture Capital;K1 is a Los Angeles-based private equity firm investing primarily in software and technology private companies across North America.;http://www.k1capital.com;;;;5;2;;;
K2 Global;https://www.crunchbase.com/organization/k2-global;6;1;San Francisco, California, United States;Venture Capital;K2 Global is a venture capital firm based in Silicon Valley and Singapore that invests in technology companies.;http://www.k2globalvc.com;https://twitter.com/K2_Global;;https://www.linkedin.com/company/k2-global;5;1;;;
K9 Ventures;https://www.crunchbase.com/organization/k9-ventures;40;9;Palo Alto, California, United States;Micro VC;K9 Ventures is a technology-focused micro VC fund based in Palo Alto, California.;http://www.k9ventures.com;http://twitter.com/k9ventures;http://www.facebook.com/k9ventures;http://www.linkedin.com/company/k9-ventures;25;6;;;
Kaiser Permanente Ventures;https://www.crunchbase.com/organization/kaiser-permanente-ventures;59;17;Oakland, California, United States;Corporate Venture Capital;Kaiser Permanente Ventures is a California-based corporate venture capital firm investing in healthcare companies.;http://www.kpventures.com;https://twitter.com/KPShare?;https://www.facebook.com/kpthrive;https://www.linkedin.com/company/1550;41;8;;;
Kalkhoven; Pettit; and Levin Ventures;https://www.crunchbase.com/organization/kalkhoven-pettit-and-levin-ventures;4;2;Menlo Park, California, United States;Venture Capital;Kalkhoven, Pettit, and Levin Ventures, invests in early stage companies developing key technologies for the communications infrastructure.;;;;;3;;
Karlin Ventures;https://www.crunchbase.com/organization/karlin-ventures;43;7;Los Angeles, California, United States;Venture Capital;Karlin Ventures, a California-based early-stage venture capital fund, invests in software, e-commerce, and advertising technology companies.;http://www.karlinvc.com;http://twitter.com/KarlinVentures;http://www.facebook.com/pages/Karlin-Ventures/530300280330488;;33;4;;;
Karmel Capital;https://www.crunchbase.com/organization/karmelcapital;5;;Vista, California, United States;Venture Capital;Karmel Capital unlocks value by bringing operational excellence and strategic direction with an alternative perspective to disruptive tech.;http://karmelcapital.com/;;;;5;;;;
KaveriCTD LLC;https://www.crunchbase.com/organization/kaverictd-llc;2;;San Mateo, California, United States;Micro VC;KaveriCTD is an angel investment firm based in San Mateo, California.;;;;;2;;;;
Kayne Anderson Capital Advisors;https://www.crunchbase.com/organization/kayne-anderson-capital-advisors;15;1;Los Angeles, California, United States;Private Equity Firm;It is a leading independent alternative investment management firm focused on niche investing in upstream oil and gas companies;http://kaynecapital.com/;;;http://www.linkedin.com/company/kayne-anderson-capital-advisors;15;8;;;
Kayne Partners;https://www.crunchbase.com/organization/kayne-partners;16;4;Los Angeles, California, United States;Venture Capital;Founded in 2002, Kayne Partners is a provider of capital and connections to rapidly-growing companies in North America.;http://www.kaynepartners.com;;;http://www.linkedin.com/company/kayne-anderson-capital-advisors;16;13;;;
KCB Management;https://www.crunchbase.com/organization/kcb-management;;;Pasadena, California, United States;Private Equity Firm;KCB Private Equity is a long-term, control investor in growing small to medium sized businesses.;http://www.kcbpem.com/;;;https://www.linkedin.com/company/234055?trk=prof-exp-company-name;;;;;
Kearny Venture Partners;https://www.crunchbase.com/organization/kearny-venture-partners;25;5;San Francisco, California, United States;Venture Capital;With over $330 million in capital under management, Kearny Venture Partners is a venture capital firm exclusively focused on healthcare prod;http://www.kearnyvp.com;;;;8;2;;;
Keen Ventures;https://www.crunchbase.com/organization/keen-ventures;;;Santa Clara, California, United States;Angel Group;Keen Ventures is a California-based angel investor group that primarily considers seed and early stage investments.;http://www.angelsoft.net/angel-group/keen-ventures;http://twitter.com/gustly;;;;;;;
Keiretsu Forum;https://www.crunchbase.com/organization/keiretsu-forum;41;4;San Francisco, California, United States;Angel Group;Keiretsu Forum is a California-based angel group that offers early, seed, and later stage venture, and debt financing investments.;http://www.keiretsuforum.com;http://twitter.com/KeiretsuAngels;;http://www.linkedin.com/company/keiretsu-forum;38;8;;;
Kelly Investments;https://www.crunchbase.com/organization/kelly-investments;1;;Del Mar, California, United States;Micro VC;Kelly Investments was added in 2013.;http://www.kelleyinvestments.com;;;;1;1;;;
Kenwood Investments;https://www.crunchbase.com/organization/kenwood-investments;;;San Francisco, California, United States;Private Equity Firm;Kenwood Investments, LLC engages in real estate development. It specializes in land entitlements, tourism, residential.;http://kenwoodinvestments.com/;;;;;;;;
Kern Whelan Capital;https://www.crunchbase.com/organization/kern-whelan-capital;7;1;San Francisco, California, United States;Venture Capital;Kern Whelan Capital is a private equity and venture capital firm.;http://www.kernwhelan.com;;;;5;6;;;
Kernel Capital;https://www.crunchbase.com/organization/kernel-capital;23;2;San Mateo, California, United States;Venture Capital;We are angel investors that focus on seed stage, bridge and A round financing of a start-up's funding cycle.;http://kernelcapitalvc.com/;;;;19;2;;;
Keshif Ventures;https://www.crunchbase.com/organization/keshif-ventures;13;1;San Diego, California, United States;Micro VC;Keshif Ventures is a seed-stage venture capital firm focused on investments in media, technology, and big data companies.;http://angel.co/keshif-ventures;;;;10;2;;;
Keynote Ventures;https://www.crunchbase.com/organization/keynote-ventures;14;5;Menlo Park, California, United States;Venture Capital;KeyNote Ventures is a venture capital firm located in Menlo Park, California. Their goal is to help entrepreneurs create leading;http://www.keynoteventures.com;;;;10;4;;;
KH Growth Equity;https://www.crunchbase.com/organization/kh-growth-equity;1;;Los Angeles, California, United States;Venture Capital;The KH Growth Equity Fund is a Los Angeles-based investment fund that makes growth equity investments in rapidly growing private companies;;;;;1;1;;;
Khalda Development;https://www.crunchbase.com/organization/khalda-development;1;;Mission Viejo, California, United States;Venture Capital;Khalda Development is a financial organization. If you have more information, please update this profile.;;;;;1;;;;
Khosla Impact;https://www.crunchbase.com/organization/khosla-impact;19;1;Menlo Park, California, United States;Venture Capital;Investing in market-based solutions to economic development in emerging and frontier markets;http://khoslaimpact.com/;http://twitter.com/khoslaimpact;http://www.facebook.com/khoslaimpact;http://www.linkedin.com/groups/Khosla-Impact-Forum-4787549;14;6;;;
Khosla Ventures;https://www.crunchbase.com/organization/khosla-ventures;465;55;Menlo Park, California, United States;Venture Capital;Khosla Ventures is a venture capital firm that focuses on environmentally friendly tech, internet, computing, mobile, and silicon tech.;http://www.khoslaventures.com;https://twitter.com/khoslaventures;http://www.facebook.com/khoslaventures;http://www.linkedin.com/company/1580955;258;151;;;
KI Investment Holdings;https://www.crunchbase.com/organization/ki-investment-holdings;3;;San Diego, California, United States;Venture Capital;KI Investment Holdings is an investment firm.;http://www.hrg-ki.com;;;;2;1;;;
Kii Capital;https://www.crunchbase.com/organization/kii-capital;7;1;San Mateo, California, United States;Venture Capital;Kii Capital invests in early-stage companies with a focus on mobile consumer applications and is based in San Mateo, California.;http://www.kii.vc;http://twitter.com/kiicorp;;;6;1;;;
Kingsbury Capital Partners;https://www.crunchbase.com/organization/kingsbury-capital-partners;2;;San Diego, California, United States;Venture Capital;Kingsbury Capital Partners a venture capital investment firm specializing in seed and early stage investments.;;;;;1;;;;
Kingswood Capital Management;https://www.crunchbase.com/organization/kingswood-capital-management;1;;Los Angeles, California, United States;Venture Capital;Kingswood Capital Management is a private investment firm.;http://kingswood-capital.com/;;;https://www.linkedin.com/company/kingswood-capital-management;1;1;;;
Kinzon Capital;https://www.crunchbase.com/organization/kinzon-capital;2;;San Francisco, California, United States;Venture Capital;Kinzon Capital is a San Francisco-based venture capital firm providing capital and strategic help to early stage growth companies.;http://www.fosun.com/index.html;;;;2;;;;
Kiwi Landing Pad;https://www.crunchbase.com/organization/kiwi-landing-pad;;;San Francisco, California, United States;Micro VC;Kiwi Landing Pad (KLP) was established in 2011.;http://kiwilandingpad.com;http://twitter.com/KiwiLandingPad;http://www.facebook.com/KiwiLandingPad;http://www.linkedin.com/company/kiwi-landing-pad;;;;;
Klein Investment Group;https://www.crunchbase.com/organization/klein-investment-group;1;;Beverly Hills, California, United States;Venture Capital;Klein Investment Group provides financial advice in the areas of wealth management, estate planning, and retirement planning.;http://www.kleinvest.com;;;;1;1;;;
Klein Venture Partners;https://www.crunchbase.com/organization/klein-venture-partners;2;1;Cupertino, California, United States;Venture Capital;Klein Venture Partners provides angel capital and advisory services for early stage media, entertainment, and consumer centric startups.;http://www.kleinvp.com;http://twitter.com/kleinvp;;;2;;;;
Kleiner Perkins Caufield & Byers;https://www.crunchbase.com/organization/kleiner-perkins-caufield-byers;885;163;Menlo Park, California, United States;Venture Capital;Kleiner Perkins Caufield & Byers invests globally in internet start ups and operate an informational website filled with technology news.;http://www.kpcb.com;http://twitter.com/kpcb;http://www.facebook.com/kpcbprofile;http://www.linkedin.com/company/36213;467;229;;;
Kline Hawkes & Co;https://www.crunchbase.com/organization/kline-hawkes-and-co;13;2;Los Angeles, California, United States;Venture Capital;Kline Hawkes & Co., manages through its funds, Kline Hawkes California, Kline Hawkes California SBIC, L.P.;http://www.klinehawkes.com;;;;8;3;;;
KLM Capital Group;https://www.crunchbase.com/organization/klm-capital-group;9;4;Santa Clara, California, United States;Venture Capital;KLM Capital Group is a consortium of world-class technology entrepreneurs investing in the communications, information technology and;http://www.klmtech.com;;;;8;2;;;
Knygt Erraunt LLC;https://www.crunchbase.com/organization/knygt-erraunt-llc;2;2;Novato, California, United States;Venture Capital;Knygt Erraunt is a personal investment vehicle for making and managing private company stocks;http://knygt.com;https://www.twitter.com/sthommes;https://www.facebook.com/thommes;;2;;;;
Kodiak Financial Group;https://www.crunchbase.com/organization/kodiak-financial-group;1;;Newport Beach, California, United States;Venture Capital;Kodiak Financial Group was added in 2012.;http://www.kodiak-capital.us;https://www.twitter.com/kodiakcapital;https://www.facebook.com/kodiakcapital;;1;1;;;
Koffler Ventures;https://www.crunchbase.com/organization/koffler-ventures;;;Pacific Palisades, California, United States;Venture Capital;Koffler Ventures, LLC provides venture strategy and technology advisory services to companies in the incubation stage.;http://www.kofflerventures.com;;;;;;;;
KohFounders;https://www.crunchbase.com/organization/koh-founders;23;6;Los Angeles, California, United States;Micro VC;Founded in 2013, Koh Founders helps early-stage entrepreneurs in digital healthcare, local, mobile, IoT, and software and services.;http://kohfounders.com/;https://twitter.com/kohfounders;;;21;;;;
Kohlberg Ventures;https://www.crunchbase.com/organization/kohlberg-ventures;14;3;Portola Valley, California, United States;Private Equity Firm;Founder is chairman of Halogen Network (and also chairman of private equity firm Kohlberg & Company).;http://kohlbergventures.com;;;;10;7;;;
Kokosing Capital;https://www.crunchbase.com/organization/kokosing-capital;;;Walnut, California, United States;Venture Capital;Kokosing Capital is a platform for investment in energy, real estate and early stage ventures.;http://www.kokosingcapital.com;https://www.twitter.com/sheldonkimber;;;;;;;
Kortschak Investments; L.P.;https://www.crunchbase.com/organization/kortschak-investments-l-p;49;9;Menlo Park, California, United States;Venture Capital;Early stage VC focusing on data-driven companies in the new media, gaming, SaaS, cloud, new finance, IOT, security and mobile sectors.;http://www.kortschak.com;http://twitter.com/WKortschak;;http://www.linkedin.com/pub/walter-kortschak/20/827/5a0;38;4;;
KPCB Edge;https://www.crunchbase.com/organization/kpcb-edge;17;;San Francisco, California, United States;Venture Capital;KPCB Edge is a team of builders, investing in seed stage founders working on emerging areas of technology.;https://www.kpcbedge.com/;https://twitter.com/kpcb_edge;;https://www.linkedin.com/company/9480057;15;3;;;
KPG Ventures;https://www.crunchbase.com/organization/kpg-ventures;20;8;Lafayette, California, United States;Venture Capital;Having worked in companies Ã¢â‚¬â€ù from established businesses such as IBM and Hitachi to start-ups like Inktomi Ã¢â‚¬â€ù and in the VC world for;http://www.kpgventures.com;http://twitter.com/KPGventures;;;15;3;;;
Krantz Holdings;https://www.crunchbase.com/organization/krantz-holdings;1;;Beverly Hills, California, United States;Micro VC;Krantz Holdings was added in 2012.;;;;;1;;;;
KT Venture Group;https://www.crunchbase.com/organization/kt-venture-group;16;4;Milpitas, California, United States;Venture Capital;Founded in 2000, KT Venture Group is a California-based investment firm focused on companies in the semiconductor market.;http://www.ktventuregroup.com;;;;11;1;;;
KTB Capital;https://www.crunchbase.com/organization/ktb-capital;1;;San Francisco, California, United States;Venture Capital;KTB Capital is a venture capital firm that also offers a variety of financial services to its clients.;http://www;;;;1;;;;
KTB Ventures;https://www.crunchbase.com/organization/ktb-ventures;34;8;San Francisco, California, United States;Venture Capital;Founded in 1981 as one of the first venture capital firms in Korea;http://www.ktbvc.com;;;;29;8;;;
La Costa Investment Group;https://www.crunchbase.com/organization/la-costa-investment-group;3;1;San Diego, California, United States;Venture Capital;La Costa Investment Group looks to address the need between angel investors and big venture capital funds.;http://lacostainvestmentgroup.com;;;;3;;;;
La Jolla Holding;https://www.crunchbase.com/organization/la-jolla-holding;2;;La Jolla, California, United States;Private Equity Firm;Long-term investors in high-quality businesses led by integrity-based founders and managers.;http://lajollaholdingco.com;;https://www.facebook.com/lajollaholdingco?ref=bookmarks;;2;;;;
Labrador Ventures;https://www.crunchbase.com/organization/labrador-ventures;110;31;Palo Alto, California, United States;Venture Capital;Labrador Ventures is a seed stage venture fund in Silicon Valley. With over $200 million under management, Labrador has invested in more;http://www.labrador.com;;;;59;26;;;
Lake Street Capital;https://www.crunchbase.com/organization/lake-street-capital;5;3;San Francisco, California, United States;Venture Capital;Lake Street Capital is a leader in the secondary direct market. They are focused on acquiring venture capital, buyout and other private;http://www.lakestreetcapital.com;;;;5;;;;
Lakewood & Company;https://www.crunchbase.com/organization/lakewood-company;2;1;Los Angeles, California, United States;Venture Capital;Lakewood & Company is a private investment firm that provides capital and strategic support to growing companies.;http://lakewoodcompany.com;;;;2;1;;;
Lambert Media Group;https://www.crunchbase.com/organization/lambert-media-group;2;;Beverly Hills, California, United States;Micro VC;Lambert Media Group, an investment and management company, operates strategic growth investments in entertainment, media, and technology.;http://lambertmediagroup.com;;;;1;;;;
Lambert Private Equity;https://www.crunchbase.com/organization/lambert-private-equity;1;1;Santa Barbara, California, United States;Private Equity Firm;A principal investment firm specializing in investments in publically traded companies.;http://lambertfunds.com/;;;;1;1;;;
Lamoreaux Partners;https://www.crunchbase.com/organization/lamoreaux-partners;2;1;Sausalito, California, United States;Venture Capital;Lamoreaux Partners is a California-based hedge fund sponsor that provides its services to pooled investment vehicles.;http://www.vanguardventures.com;;;;2;1;;;
Lanza Tech Ventures;https://www.crunchbase.com/organization/lanza-tech-ventures;2;1;Palo Alto, California, United States;Venture Capital;Lanza Tech Ventures is a venture capital firm specializing in investments in early-stage companies.;http://lanzatechventures.com;;;;2;;;;
Lateral Investment Management;https://www.crunchbase.com/organization/lateral-investment-management;1;1;San Mateo, California, United States;Private Equity Firm;Lateral Investment Management provides financing to owner-operated and family-owned businesses;http://lateralim.com/;https://www.twitter.com/lateralim;;;1;1;;;
Latterell Venture Partners;https://www.crunchbase.com/organization/latterell-venture-partners;35;12;San Francisco, California, United States;Venture Capital;Latterell Venture Partners is a venture capital firm specializing in startups and early stage healthcare companies.;http://www.lvpcapital.com;;;;21;8;;;
Lauder Partners;https://www.crunchbase.com/organization/lauder-partners;18;6;Atherton, California, United States;Venture Capital;Lauder Partners is a venture capital firm.;http://www.lauderpartners.com;;;;12;;;;
Launch Fund;https://www.crunchbase.com/organization/launch-fund;10;;San Francisco, California, United States;Micro VC;Launch Fund is a micro venture capital firm that provides seed-stage investments.;http://thelaunchfund.co;https://www.twitter.com/thelaunchfund;;;10;1;;;
Launchpower;https://www.crunchbase.com/organization/launchpower;1;;Palo Alto, California, United States;Venture Capital;Launchpower is an early stage venture capital firm focused on Silicon Valley technology opportunities.;http://www.launchpower.com/;https://twitter.com/Launchpower;;;1;;;;
Lava Ventures;https://www.crunchbase.com/organization/lava-ventures;2;;Los Angeles, California, United States;Angel Group;The focus of LAVA from the very beginning was two-fold. First, LAVA was a forum that brought potential private equity, venture and angel;http://www.lava.org;;;;1;1;;;
LDV Partners;https://www.crunchbase.com/organization/ldv-partners;8;;Palo Alto, California, United States;Venture Capital;LDV Partners invests in early- and late-stage technology companies and is a California-based venture capital firm.;http://ldvp.com/;;;;7;3;;;
Leader Ventures;https://www.crunchbase.com/organization/leader-ventures;12;6;Menlo Park, California, United States;Venture Capital;Leader Ventures is a private investment firm providing debt and equity financing to a diversified portfolio of early and late stage,;http://leaderventures.com;http://twitter.com/LeaderVentures;;;11;4;;;
Lean Startup Circle;https://www.crunchbase.com/organization/lean-startup-circle;;;San Francisco, California, United States;Micro VC;Get practical help with Lean Startup.;http://www.leanstartupcircle.com/;http://twitter.com/LeanCircle;http://www.facebook.com/pages/Lean-Startup-Circle-Arabia/160660510762444;;;;;;
Leapfrog Ventures;https://www.crunchbase.com/organization/leapfrog-ventures;46;13;Menlo Park, California, United States;Venture Capital;They believe that the most successful company in any industry gains a disproportionately higher return for its shareholders.;http://www.leapfrogventures.com;;;;25;7;;;
Learn Capital;https://www.crunchbase.com/organization/learncapital;66;1;San Mateo, California, United States;Venture Capital;LearnCapital is a venture capital firm focused exclusively on funding entrepreneurs.;http://www.learncapital.com;http://twitter.com/LearnCap;http://www.facebook.com/learncapital;;49;5;;;
Lemnos Labs;https://www.crunchbase.com/organization/lemnos-labs;22;3;San Francisco, California, United States;Venture Capital;Lemnos Labs is a California-based venture capital fund that aims to invest in early-stage hardware startups.;http://lemnoslabs.com;http://twitter.com/lemnoslabs;http://www.facebook.com/LemnosLabs;http://www.linkedin.com/company/lemnos-labs-inc;14;2;;;
Level Ventures;https://www.crunchbase.com/organization/level-ventures;;;Palo Alto, California, United States;Venture Capital;Level.VC invests in disruptive startups in Silicon Valley, NYC, and Israel;http://www.levelvc.com/;;;https://www.linkedin.com/company/3366150?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3366150%2Cidx%3A2-1-2%2CtarId%3A1455315463582%2Ctas%3Alevel%20ventures;;;;;
Levensohn Venture Partners;https://www.crunchbase.com/organization/levensohn-venture-partners;33;12;San Francisco, California, United States;Venture Capital;We invest in leading information technology companies and support them through the management, sales, strategic and financial challenges;http://www.levp.com;http://twitter.com/plevensohn;;;18;11;;;
Levine Leichtman Capital Partners;https://www.crunchbase.com/organization/levine-leichtman-capital-partners;2;;Beverly Hills, California, United States;Private Equity Firm;Levine Leichtman Capital Partners is a private equity and venture capital firm.;http://llcp.com;;;;2;1;;;
Lexington Venture;https://www.crunchbase.com/organization/lexington-venture;2;;Beverly Hills, California, United States;Venture Capital;Lexington Ventures is an investment arm of Lexington Commercial Holdings specializing in early stage, later stage, growth stage, emerging;;;;;2;1;;;
LG Innovation Ventures;https://www.crunchbase.com/organization/lg-innovation-ventures;1;1;San Jose, California, United States;Venture Capital;LG Innovation Ventures was added in 2014.;;;;;1;;;;
Life Science Angels;https://www.crunchbase.com/organization/life-science-angels;24;4;Sunnyvale, California, United States;Angel Group;Life Science Angels offers angel capital to early-stage biotech and medical device companies as a California-based company.;http://www.lifescienceangels.com;;;;19;4;;;
Lifeforce Ventures;https://www.crunchbase.com/organization/lifeforce-ventures;8;;Santa Barbara, California, United States;Venture Capital;Lifeforce Ventures is a California-based company offering equity capital to seed- and early-stage startups in the United States.;;;;;6;1;;;
Lighthouse Venture Partners;https://www.crunchbase.com/organization/lighthouse-venture-partners;;;Menlo Park, California, United States;Venture Debt;Lighthouse Capital Partners is the leading venture debt firm.;http://www.lcpartners.com/;;;;;;;;
Lightspeed Venture Partners;https://www.crunchbase.com/organization/lightspeed-venture-partners;515;91;Menlo Park, California, United States;Venture Capital;Lightspeed Venture Partners is a venture capital firm that is engaged in the consumer, enterprise, technology, and cleantech markets.;http://lsvp.com;http://twitter.com/lightspeedvp;http://www.facebook.com/Lightspeed;http://www.linkedin.com/company/lightspeed-venture-partners;284;139;;;
Lightstone Ventures;https://www.crunchbase.com/organization/lightstone-ventures;15;4;Menlo Park, California, United States;Venture Capital;Lightstone Ventures was founded in 2012 by the General Partners and other key members of the life science teams of Advanced Technology;http://lightstonevc.com;;;;13;6;;;
Lima Squared Advisors;https://www.crunchbase.com/organization/lima-squared-advisors;;;Beverly Hills, California, United States;Private Equity Firm;Lima Squared Advisors is a portfolio management company specialized in public and private equity marketing, sales and sales-trading.;https://www.linkedin.com/in/gideon-lang-laddie-459b3875;;;;;;;;
Lincoln Funds International;https://www.crunchbase.com/organization/lincoln-funds-international;1;;Costa Mesa, California, United States;Venture Capital;Lincoln Funds International was added in 2009.;http://www.lincolnfunds.com;;;;1;;;;
Linear Capital Partners;https://www.crunchbase.com/organization/linear-capital-partners;1;;Los Angeles, California, United States;Private Equity Firm;Linear Capital Partners is a corporate finance firm that specializes in mergers, reverse mergers, and acquiring private capital.;http://www.linearcp.com;;;;1;;;;
Linse Capital;https://www.crunchbase.com/organization/linse-capital;1;;Menlo Park, California, United States;Venture Capital;Linse Capital venture capital firm;http://www.linsecapital.com/;;;;1;1;;;
Lion Ventures;https://www.crunchbase.com/organization/lion-ventures;2;;San Francisco, California, United States;Private Equity Firm;Lion Ventures is a private investment firm that builds and mentors small- to middle-market companies.;http://www.lion-ventures.com;;;;2;1;;;
Liquid Ventures;https://www.crunchbase.com/organization/liquid-ventures;1;;Marina Del Rey, California, United States;Venture Capital;Liquid Ventures;http://www.liquidventure.com;;;;1;;;;
Liquid2 Ventures;https://www.crunchbase.com/organization/liquid2-ventures;23;;San Francisco, California, United States;Venture Capital;Liquid2 Ventures provides technology startups with seed stage investments and is based in San Francisco, California.;http://liquid2.vc/;;https://www.facebook.com/mlmiller1;;22;1;;;
LiteCap;https://www.crunchbase.com/organization/lite-cap;2;;Los Gatos, California, United States;Private Equity Firm;LiteCap is a private equity firm that discovers, funds and fosters the growth of next generation companies.;http://www.lite-cap.com/;;;;2;1;;;
LMN Ventures;https://www.crunchbase.com/organization/lmn-ventures;1;;Sunnyvale, California, United States;Venture Capital;LMN Ventures is an early-stage venture capital firm.;http://www.lmnvc.com/;;;;1;;;;
LombardStreet.io;https://www.crunchbase.com/organization/lombardstreet-io;;;San Francisco, California, United States;Venture Capital;LombardStreet.io is a startup studio. We build startups between Italy (dev team) and Silicon Valley (business), alongside Italian talents.;http://lombardstreet.io;https://twitter.com/lombardstreetio;;https://www.linkedin.com/company/lombardstreet.io/;;;;;
London Bay Capital;https://www.crunchbase.com/organization/london-bay-capital;1;;San Francisco, California, United States;Venture Capital;London Bay Capital is principal investment firm. London Bay Capital LLC is based in San Francisco, California.;;;;;1;;;;
Longfellow Venture Partners;https://www.crunchbase.com/organization/longfellow-venture-partners;3;;California City, California, United States;Venture Capital;Longfellow Venture Partners is an American venture capital firm that offers early stage investment services.;;;;;3;;;;
Longitude Capital;https://www.crunchbase.com/organization/longitude-capital;46;8;Menlo Park, California, United States;Venture Capital;Longitude Capital is a California-based venture capital firm that invests in biotechnology and medical technology companies.;http://www.longitudecapital.com;;;;30;18;;;
Longwood Capital Partners;https://www.crunchbase.com/organization/longwood-capital-partners;2;1;Portola Valley, California, United States;Venture Capital;Longwood Capital Partners;http://www.;;;;1;;;;
Louisiana Angel Network;https://www.crunchbase.com/organization/louisiana-angel-network;;;San Francisco, California, United States;Angel Group;The Louisiana Angel Network (LAN) is a registered Louisiana Nonprofit Corporation headquartered in Baton Rouge, Louisiana governed by its;http://louisianaangels.weebly.com;https://www.twitter.com/weebly;https://www.facebook.com/weebly;;;;;;
Lowercase Capital;https://www.crunchbase.com/organization/lowercase-capital;123;25;Los Angeles, California, United States;Venture Capital;Lowercase Capital provides capital and advisory services to start-ups and late-stage companies alike.;http://lowercasecapital.com;http://twitter.com/Lowercase;;https://www.linkedin.com/company/8945800;95;1;;;
LRG Capital Group;https://www.crunchbase.com/organization/lrg-capital-group;2;;Larkspur, California, United States;Private Equity Firm;LRG Capital Group (Formerly BayStar Capital) is a global investment, banking and advisory boutique that focuses on public and private;http://lrgcap.com/;;;;2;1;;;
Lucas Venture Group;https://www.crunchbase.com/organization/lucas-venture-group;11;2;Menlo Park, California, United States;Venture Capital;Lucas Venture Group is a venture capital firm investing in e-commerce, networking, software analytics/big data and medical device companies.;http://www.lucasvg.com;http://twitter.com/vconthebrain;;;8;1;;;
Lucent Venture Partners;https://www.crunchbase.com/organization/lucent-venture-partners;44;17;Palo Alto, California, United States;Venture Capital;Lucent Venture Partners, LLC. is a venture capital subsidiary of Lucent Technologies with offices in Palo Alto, California, Waltham,;http://www.lucentventurepartners.com;;;;34;6;;;
Lucid Ventures;https://www.crunchbase.com/organization/lucid-ventures;4;2;San Ramon, California, United States;Venture Capital;Lucid Ventures is a California-based investment firm that finances seed, early, and later stage companies.;http://lucidventures.com/;http://twitter.com/novaspivack;;;2;;;;
Lucky Ventures;https://www.crunchbase.com/organization/lucky-ventures;;;San Francisco, California, United States;Venture Capital;Lucky Ventures is a venture capital firm focused on rapidly growing tech and mobile startups.;http://lucky.vc;https://www.twitter.com/lucky_vc;https://www.facebook.com/luckyventuresllc;;;;;;
Lumia Capital;https://www.crunchbase.com/organization/lumia-capital;32;2;San Francisco, California, United States;Venture Capital;Lumia is a venture capital firm partnering with Tech companies.;http://lumiacapital.com;http://twitter.com/LumiaCapital;http://www.facebook.com/LumiaCapital;;27;3;;;
Luminari Capital;https://www.crunchbase.com/organization/luminari-capital;21;1;Palo Alto, California, United States;Venture Capital;Luminari Capital is a digital media fund that invests on firms that map key technology themes to the fundamental transformations in content.;http://www.luminaricapital.com;;;;15;;;;
Luminate Capital Partners;https://www.crunchbase.com/organization/luminate-capital-partners;;;San Francisco, California, United States;Private Equity Firm;A private equity firm focused on making control investments in the software and software-enabled services areas.;http://luminatecapital.com/;;;;;;;;
Lurkinâ„¢;https://www.crunchbase.com/organization/lurkin-vc;2;;Los Angeles, California, United States;Venture Capital;Lurkin is a global venture company, with ventures ranging from technology startups, to motion pictures, & everything in between.;http://Lurkin.com;https://twitter.com/iLurkin;;https://linkedin.com/company/Lurkin;2;;;;
